name,type,latitude,longitude,province,city
Hostería Santa María,hotel,-40.928817,-71.421283,,
El Hostel Secreto,hostel,-42.0726032,-71.6113805,,
Crux,hostel,-42.0727208,-71.6087802,,
Cerro Mallín Redondo,peak,-45.6569572,-71.7789602,,
Hito VI-5 B,boundary_stone,-45.6673695,-71.7945412,,
Hito VI-5 A,boundary_stone,-45.6812167,-71.7729574,,
Ailin Co,camp_site,-42.0818803,-71.6138956,,
Huala,hotel,-42.0804018,-71.6108564,,
El Chorrito,attraction,-31.0889731,-64.4610733,,
Balneario Morecabo,attraction,-31.0890351,-64.502787,,
Zona de Picnic,picnic_site,-31.0514588,-64.5006815,,Villa Giardino
Pesebre de la familia Tolaba,attraction,-24.1737839,-65.306646,,
Hito VIII-8,boundary_stone,-41.2644045,-71.8883783,,
Hito VIII-8 A,boundary_stone,-41.2712832,-71.8341815,,
Hito VIII-24 Río Huahum Orilla Sur,boundary_stone,-40.1034213,-71.6735655,,
Hito VIII-25 Río Huahum Orilla Norte,boundary_stone,-40.1026089,-71.673257,,
Hito VIII-26 Camino de Pirehueico,boundary_stone,-40.1004526,-71.6725919,,
Hito VIII-27 Paso de Pirehueico,boundary_stone,-40.0083794,-71.671012,,
Estatua La Paz,artwork,-24.1866529,-65.2990578,,
Estatua El Progreso,artwork,-24.1864457,-65.299294,,
Estatua La Libertad,artwork,-24.1866686,-65.2998849,,
Estatua La Justicia,artwork,-24.1864639,-65.299618,,
Sitio Fundacional de San Salvador de Jujuy,attraction,-24.1856209,-65.299924,,
Estatua El Trabajo,artwork,-24.1825843,-65.3021164,,
Gruta Garabandal,wayside_shrine,-31.0741976,-64.5014082,,Huerta Grande
FINCA LA COLORADA,yes,-24.145069,-65.2928449,,
Alta Montana Hostel,hostel,-23.5786595,-65.3936225,,
El Arca de Noé,attraction,-32.0274019,-64.5564915,,
Nuestra Señora de Itatí,wayside_shrine,-27.3978071,-55.9464182,,
Campamento,camp_site,-31.3479927,-59.4479218,,
Las casitas del abuelo,chalet,-31.3658878,-64.5253995,,
Eva Perón,memorial,-34.341957,-58.7977653,,
Camping El Cabu,camp_site,-27.2960346,-55.5855769,,San Ignacio
Hito III-27,boundary_stone,-51.208095,-72.3128566,,
Salto Bella Vista,attraction,-25.8818852,-54.5699868,,
Cascada Coloco,viewpoint,-39.1582617,-71.3080582,,
Ruta 71,chalet,-43.0728007,-71.4769194,,
Wau Puru,chalet,-42.4579874,-71.4417838,,
Huellas,hostel,-42.0513799,-71.5957621,,
El Vergel,guest_house,-43.0893002,-71.464245,,Trevelin
General Don José de San Martín,memorial,-43.0835989,-71.4640799,,
Luis Jorge Fontana,memorial,-43.0791467,-71.464077,,
Museo Histórico Municipal,museum,-29.7181486,-57.0864978,,Paso de los Libres
Imperial,hotel,-29.71609,-57.0836908,,Paso de los Libres
Capri,hostel,-29.7249545,-57.0938079,,Paso de los Libres
El Olimpo,hostel,-29.7104766,-57.0874436,,Paso de los Libres
Apart Hotel,hotel,-29.7093055,-57.0880122,,Paso de los Libres
Unofficial camp site,camp_site,-54.6650111,-68.2092509,,
Unofficial camp site,camp_site,-54.6434213,-68.2627559,,
Camping spot,camp_site,-54.6988739,-68.2272434,,
Unofficial camp site,camp_site,-54.6891321,-68.3055714,,
Unofficial camp site,camp_site,-54.6334837,-68.2935712,,
Unofficial camp site,camp_site,-54.6478827,-68.2393107,,
Expedición Atlantis,memorial,-36.2960647,-57.6887454,,
Sendero Lodge,hotel,-43.16409,-71.73056,,
El Ñire,chalet,-43.1755492,-71.5489769,,
Balneario Puerto Viejo,attraction,-32.6381065,-58.1489368,,
Apartarmentos Dante,apartment,-31.3768477,-58.0131824,,
Hotel 26 de febrero,hotel,-29.7103254,-57.0927321,,Paso de los Libres
Uruguay,hotel,-29.7099982,-57.0926365,,Paso de los Libres
La Tacuarita,hotel,-38.0272936,-61.3857681,,
Sol de Cruz del Eje,monument,-30.7268835,-64.7737199,,
Kiss,motel,-30.7226789,-64.780475,,
Hostel Pichincha,hostel,-33.0110544,-58.5098425,,Gualeguaychú
Bla guesthouse,guest_house,-50.3351705,-72.2636191,,
Serpentario Machaqway,zoo,-31.9416157,-65.0449697,,
Monumento a Arturo Humberto Illía,monument,-30.7436476,-64.7909817,,
Camping Salto Itatí,camp_site,-27.51202,-55.0374123,,
Puerta,viewpoint,-50.3217845,-72.2699724,,
San Juan,information,-30.2056249,-67.6729015,,
La Rioja,information,-30.2042842,-67.6694887,,
La Rioja,information,-30.2033018,-67.6709709,,
Museo de Saladillo,museum,-35.6377239,-59.7793231,,Saladillo
Saladillo,hotel,-35.6374556,-59.7806609,,Saladillo
Español,hotel,-35.6381144,-59.7819135,,Saladillo
Incahuasi,hotel,-26.0601608,-67.4068158,,
Bellisi,hotel,-35.6386047,-59.7858629,,Saladillo
Teggiano,hotel,-35.6359221,-59.7772267,,Saladillo
Hommage a los Colonos Galeses,monument,-45.8623232,-67.4864617,,
Cuerpo Caballeria Ur1 - 4237703,trail_riding_station,-24.1828991,-65.2665399,,
Monumento al General San Martín,monument,-30.7237925,-64.8034579,,
Dirección de Turismo e Informes,information,-27.4670581,-55.745765,,Candelaria
Balneario Municipal La Cartuja,camp_site,-30.7522123,-64.7813562,,
Arenas del Sur,hostel,-45.9257459,-67.5525938,,
Hospedaje Vicky,hotel,-28.9319135,-65.0969455,,
Estancia Siguimán,hostel,-30.7500525,-64.7151235,,
Club de Pesca Huerta Grande,picnic_site,-30.7736244,-64.7153859,,
Monumento Conmemorativo a los Héroes de Malvinas,memorial,-30.7241084,-64.8034623,,
Mirador Sarmiento,viewpoint,-30.7317275,-64.7957748,,
Club Empleados Banco de La Nación Argentina,hostel,-30.7581638,-64.7635588,,
Club Banco Provincia de Córdoba,hostel,-30.7530537,-64.7731826,,
Monumento Conmemorativo,memorial,-30.7208101,-64.796723,,
Hotel Azul,hotel,-45.8601036,-67.4847613,,
Playa,beach,-41.0380399,-71.5595857,,
Brisas del Uruguay,apartment,-32.2234518,-58.1620281,,Colon
Posada de los Patos,guest_house,-31.6718286,-69.5003293,,
Mirador Valle del Río Epuyén,viewpoint,-42.1076599,-71.5345721,,
Ruinas de Hilario,ruins,-31.4694221,-69.3997385,,
Camino del Gaucho,attraction,-36.8533943,-57.8701953,,
Complejo Cabañas El Faro,chalet,-38.9913982,-61.2551679,,Monte Hermoso
Complejo Casa Grande,chalet,-32.6195599,-64.9663666,,
Camping Aguas Buenas,camp_site,-32.5848573,-64.9497879,,
El Rincon,guest_house,-31.9696661,-64.5659155,,
Claus Hotel,hotel,-34.2850999,-60.2555386,,Salto
Motelsa Hotel,hotel,-34.3159141,-60.2480216,,Salto
Río Hotel,hotel,-34.275187,-60.2386108,,Salto
9 de Julio,hotel,-34.2930324,-60.2542929,,Salto
El Ciervo Hotel 1º,hotel,-34.2931548,-60.2536939,,Salto
NOG letsoH,hostel,-30.843235,-65.0125276,,otoS ed alliV
Museo Rincón de Historia,museum,-34.2929987,-60.2496298,,Salto
Museo Del Tango Roberto Firpo,museum,-34.2895488,-60.2518938,,Salto
La Martita Hospedaje,hotel,-34.2846954,-60.2550661,,Salto
Hotel El Molino,hotel,-33.7406525,-61.986148,,Venado Tuerto
Hospedaje Adriana,hostel,-38.341828,-59.6116071,,
7 Duendes Base,hostel,-24.796625,-65.4059715,,
Eva Perón,hotel,-36.3477408,-56.7293944,,San Clemente del Tuyú
Eo Park,hotel,-36.3564312,-56.7224453,,San Clemente del Tuyú
Minerva,hotel,-36.3590437,-56.7190992,,San Clemente del Tuyú
Brisas Marinas,hotel,-36.361084,-56.7160701,,San Clemente del Tuyú
Bellini,hotel,-36.3598149,-56.7179618,,San Clemente del Tuyú
Mareas,hotel,-36.351192,-56.7205473,,San Clemente del Tuyú
La Argentina,hotel,-36.3574463,-56.7228833,,San Clemente del Tuyú
Alamo s,hotel,-36.3588084,-56.7212536,,San Clemente del Tuyú
Arco Iris,hotel,-36.3577363,-56.7200361,,San Clemente del Tuyú
Gran Casino,hotel,-36.3563246,-56.719027,,San Clemente del Tuyú
Frasis,hotel,-36.3570326,-56.719518,,San Clemente del Tuyú
San Remo World,hotel,-36.3568075,-56.7193806,,San Clemente del Tuyú
Nuevo Horizonte,hotel,-36.3563734,-56.7187216,,San Clemente del Tuyú
Hotel El Triángulo,hotel,-31.4344381,-64.4996295,,
Hotel Taormina,hotel,-31.4191517,-64.4912427,,
De la Cascada Hotel Termal,hotel,-27.5001921,-64.859292,,Termas de Río Hondo
Hotel Platino All Inclusive,hotel,-27.4977762,-64.8602625,,Termas de Río Hondo
Amerian Hotel,hotel,-27.4994361,-64.8597555,,Termas de Río Hondo
Altos de Amaicha,hotel,-26.5901914,-65.9138123,,Amaicha del Valle
Aires de Nono,chalet,-31.8002913,-65.0091267,,
Dirección de Informe Municipal de Turismo,information,-27.0356625,-54.6850325,,Dos de Mayo
Hostería La Pedrera,chalet,-33.0057343,-58.5961177,,Gualeguaychú
Hostel Bahia Ballenas,hostel,-42.5718377,-64.2850942,,
Cabañas Portal del Nevado,chalet,-27.5030292,-66.0276523,,Buena Vista
Cabañas Mirador del Aconquija,chalet,-27.5047386,-66.0244095,,Buena Vista
Complejo Habitacional El Lindero,hostel,-27.4666244,-66.0081178,,El Lindero
Información Turística Aconquija,information,-27.4836463,-66.0175699,,El Alamito
Passarella Rio Volcan,attraction,-47.7765461,-72.206293,,
Luciana Beladelli,chalet,-31.4571703,-64.150888,,
Portal de los Valles,hotel,-25.0780502,-65.4972553,,
La Nueva Romana,hotel,-37.844335,-57.5071672,,Santa Clara del Mar
Bordon Hotel,hotel,-37.8420185,-57.5069138,,Santa Clara del Mar
Cabañas del Sol,chalet,-37.8457898,-57.5052771,,Santa Clara del Mar
Hotel Central Park,hotel,-37.8407169,-57.5043728,,Santa Clara del Mar
Hostería Los Troncos,hotel,-37.8360613,-57.4989457,,Santa Clara del Mar
Piedras del Mar,hotel,-37.8359451,-57.498866,,Santa Clara del Mar
Sitio de Camping básico Comunidad Mapuche,camp_site,-42.0401665,-71.6083414,,
Arte callejero,artwork,-34.6688983,-58.3597887,,
Casa un sueño,guest_house,-31.623824,-65.0493097,,
Hesp,hotel,-50.3423338,-72.2941767,,
Parador y camping,camp_site,-40.6707978,-71.3288925,,
Punto panorámico,viewpoint,-41.2497946,-71.7279912,,
Playa negra,beach,-41.3575418,-71.5678318,,
Laguna las Mercedes,viewpoint,-42.1658562,-71.368853,,
Privado sin pasaje!,chalet,-41.1954319,-71.3968163,,
Pila,artwork,-36.0156072,-58.170868,,
Guanaquitos,camp_site,-31.9281992,-70.0214114,,
Ex dique potrero las tablas,ruins,-26.8708949,-65.410185,,
Ex usina hidrolectrica de Lules,ruins,-26.8901494,-65.3862771,,
Emperador,hotel,-26.0728578,-65.9751332,,Cafayate
Homenaje a los Periodistas,memorial,-31.4028144,-58.0132869,,
Camping Coati,camp_site,-25.6075488,-54.5850978,,
Camping Coati,camp_site,-25.6077867,-54.586181,,
Cabañas Roli,camp_site,-46.5817199,-70.9187242,,
Monumento a los Abuelos,monument,-31.7208347,-61.0912138,,
Monumento a los Caídos en Malvinas,memorial,-31.7197095,-61.0909576,,
Homenaje a los Bomeros Voluntarios,memorial,-31.718854,-61.0909893,,
Arco de Ingreso a San Carlos,monument,-31.7178237,-61.090529,,
Virgen,memorial,-31.7177003,-61.0903556,,
Hotel Alto Suipacha,hotel,-34.7687878,-59.6839673,,Suipacha
Museo y Centro de Cultura,museum,-36.3554717,-60.0269348,,Tapalqué
Héroes de Malvinas,memorial,-42.7607133,-65.0359979,,
Central Newberry,artwork,-34.5835699,-58.449308,,
Alojamiento Iguazú,hotel,-25.6014835,-54.5729608,,
Amplio Apartamento en Barrio Tanguero,apartment,-34.6052933,-58.4109273,,Ciudad Autónoma de Buenos Aires
Cabaña El Árbol,chalet,-38.0705376,-57.5602978,,
Punta Walichu (Cuevas de Gualicho),museum,-50.2948297,-72.2025684,,
Balneario Las Acacias,beach,-31.7397884,-64.4385364,,
Balneario La Cascada,beach,-31.7399387,-64.4403576,,
Monumento entrada a Alta Gracia,monument,-31.6370676,-64.4039153,,
howard johnson,hotel,-26.8151178,-65.2854844,,Yerba Buena
Hostel Yauguru,hostel,-40.383648,-71.2628143,,
Cabaña Carelhue,chalet,-40.3844342,-71.2607531,,
Rio Mel Lodge,chalet,-40.3867294,-71.2572222,,
Cabañas Las Loicas,chalet,-40.3834025,-71.2587337,,
Cabañas La Candelaria,chalet,-40.3823274,-71.2617622,,
Cabañas La Maitena,chalet,-40.3786735,-71.2596363,,
Cabaña Carelhue,chalet,-40.3790204,-71.2597745,,
Cabañas Meliquina,chalet,-40.3791919,-71.2573704,,
Las Cuatro Lunas,chalet,-40.3810742,-71.2580051,,
Hostería Los Airampos,hotel,-23.2019885,-65.3481985,,
El Portillo,hotel,-23.2039426,-65.348025,,
Residencial Humahuaca,apartment,-23.2042991,-65.3477331,,
La Salteñita,hotel,-23.2028784,-65.3482813,,
Hostal Corral de Piedras,hotel,-23.2036521,-65.3479557,,
Molino,attraction,-41.1203965,-71.378346,,San Carlos de Bariloche
Matute,hotel,-41.1219134,-71.3936558,,
Le Chateau,hotel,-41.1219905,-71.3985604,,San Carlos de Bariloche
La Gran Manzana,hotel,-25.5981126,-54.5759825,,Puerto Iguazú
Camping Balneario El Francés,camp_site,-27.0339173,-55.4161616,,General Urquiza
Cabaña Florencia,chalet,-40.3767454,-71.2591073,,
Cabañas Rincón del Lago,chalet,-40.3777842,-71.2583974,,
Cabañas Huepull,chalet,-40.3816474,-71.2539626,,
Cabañas Peumayen,chalet,-40.3825746,-71.256422,,
Holzhauss Bed & Breakfast,hostel,-40.3842384,-71.2571653,,
Cabañas La Triny,chalet,-40.3813655,-71.248375,,
Cabañas Triguen-Hue,chalet,-40.3863779,-71.2527167,,
Cabañas Cumelen,chalet,-40.3871756,-71.2543403,,
Cabañas Valle Encatado,chalet,-40.3873358,-71.2506722,,
Cabañas Meliyal,chalet,-40.3857875,-71.2449033,,
Cabaña Arroyo Bonito,chalet,-40.3866598,-71.2419264,,
Cabañas Noscohue,chalet,-40.3862365,-71.2403346,,
Hostería Meliquina,hostel,-40.3876525,-71.244504,,
Cabañas Peumahue,chalet,-40.3905966,-71.2489561,,
Cabañas Los Pinos,chalet,-40.389035,-71.2421757,,
Cabañas Ganesh,chalet,-40.3924374,-71.2411519,,
Cabañas Santa Irene,chalet,-40.3920336,-71.2408765,,
Cabañas Casa de Campo,chalet,-40.3940913,-71.2450552,,
Cabaña El Faldeo,chalet,-40.3921444,-71.2391965,,
Mountain Camping,camp_site,-40.3980378,-71.2432739,,
Cabañas Wenuray,chalet,-40.4020248,-71.2420841,,
Rincon de Los Pinos,camp_site,-39.9425951,-71.512595,,
Población Aila,camp_site,-39.7276666,-71.59981,,
Campamento Auquinco,camp_site,-40.0239186,-71.4791039,,
Tapera de Lagos,camp_site,-40.6929764,-71.5650955,,
Camping Agreste Don Bartolo,camp_site,-40.1206683,-71.664842,,
Guardaparque,information,-40.1514281,-71.720061,,
mirador,viewpoint,-40.1298564,-71.730213,,
Camping Libre,camp_site,-41.2115854,-71.5967192,,
Evita,memorial,-31.352305,-58.0079721,,
Mirador Caracoles del Rahue,viewpoint,-39.3958917,-70.814949,,
Caracoles del Rahue,attraction,-39.3984285,-70.8165814,,
Camping Las Rosas,camp_site,-42.0562824,-71.5965882,,
MARGARITA,caravan_site,-41.9612241,-71.5377278,,
Avenida de desvío de tránsito pesado,memorial,-31.7171077,-61.0905035,,
Cristo Redentor,memorial,-31.7200926,-61.0968341,,
Liga de Madres de Familia,memorial,-31.7221624,-61.0913844,,
Bicisenda Daniel Del Barco,memorial,-31.7161022,-61.0902528,,
Homenaje a José Pedroni,memorial,-31.7259229,-61.0846277,,
Maria del Rosario de San Nicolás,memorial,-31.7260038,-61.0979128,,
Virgen de la Merced,memorial,-31.7355921,-61.0905328,,
Peñón de Mbororé,artwork,-27.6829791,-54.9107444,,
La Anita,wilderness_hut,-31.9403467,-64.6649375,,
Hermandad,memorial,-31.736265,-61.0942793,,
Hermanamiento,monument,-31.7364096,-61.094057,,
Mirador Arrayán,viewpoint,-40.1672846,-71.3524958,,
Mirador Lago Falkner,viewpoint,-40.4427837,-71.5391706,,
Mirador Lago Espejo,viewpoint,-40.6461047,-71.7029374,,
Un Lugar Cabañas,chalet,-35.6688699,-58.4401157,,Villanueva
Monumento al Tango,monument,-34.6117009,-58.359472,,
Chacra del Agua,chalet,-27.2459294,-54.040065,,El Soberbio
Jose Ignacio Rucci,memorial,-34.6540206,-58.6128729,,
Hotel Tronador,hotel,-41.2700454,-71.6482675,,
Museo Andés Rodriguez,museum,-33.5040933,-65.7969303,,
paihuen Hotel Boutique,hotel,-36.2660973,-65.5072714,,
Rompiendo las Cadenas,memorial,-31.7267559,-61.0930689,,
C,chalet,-41.1577442,-71.3274979,,
Mural Ojos,artwork,-31.7272451,-61.0900957,,
Inicio Via Crucis,memorial,-31.721918,-61.09147,,
Virgen,memorial,-31.7446826,-61.0949946,,
Paseo Familia Reutemann,memorial,-31.753969,-61.1012378,,
Paseo Familia Gschwind,memorial,-31.7541194,-61.1015175,,
Virgen,memorial,-31.7539568,-61.1015414,,
Nuestra Señora de Lourdes,memorial,-31.7654071,-61.1023312,,
Carlos Beck Bernard,memorial,-31.7608829,-61.1003335,,
Obelisco,memorial,-31.7608123,-61.1006702,,
Conmemoración Sesquicentenario,memorial,-31.7605967,-61.1004848,,
Mama,memorial,-31.7604535,-61.1005594,,
Placa Conmemorativa Parque Infantil Eva Perón,memorial,-31.760343,-61.1005274,,
General Don Jose de San Martin,memorial,-31.7607742,-61.1010026,,
50 Años de la Fiesta de la Cerveza,memorial,-31.7607394,-61.1011289,,
Arco de Ingreso a San Carlos Sud,memorial,-31.761437,-61.1014683,,
Homenaje a los Primeros Inmigrantes,memorial,-31.7615512,-61.1014904,,
Placa Paseo domingo alcides francischetti,memorial,-31.7609321,-61.1000563,,
Libres para Soñar,artwork,-31.7597231,-61.1007501,,
Placa Paseo del Trabajador Cervecero,memorial,-31.7598641,-61.099959,,
Naufragio del Frei,attraction,-42.9000355,-71.7251445,,
Hosteria Refugio Lago Krugger,hotel,-42.8908238,-71.7298747,,
Camping Municipal,camp_site,-25.8018587,-64.9622891,,
La Abu y El Ebu,caravan_site,-41.0894732,-71.5326399,,
El Mate,attraction,-31.7672819,-65.0009832,,
El Serranito,camp_site,-31.3466689,-64.3295592,,
Mirador,viewpoint,-49.2272342,-73.0150874,,
Camping Municipal,camp_site,-26.1352699,-65.0474337,,
Angeles del Este,guest_house,-36.6125612,-56.6880557,,
Mirador Auxiliadora Madre Mía,viewpoint,-54.8034797,-68.3223973,,
Mirrador Ushuaia y beagle channel,viewpoint,-54.7913408,-68.3757804,,
Conmemoracion Ampliación Ruta 6,memorial,-31.7213775,-61.0913324,,
Apart Hotel Michay,hotel,-39.9434426,-71.0721792,,
Cerro Adolfo Calle,peak,-32.9731121,-69.3999303,,
Stepanek,peak,-32.9677509,-69.3992004,,
Cerro Andresito,peak,-32.9723796,-69.353973,,
La cocina de Isolina,hotel,-54.5128313,-67.1955012,,
Monumento al Inmigrante,artwork,-38.9348872,-68.000449,,
Monumento a La Picasa,monument,-38.8318592,-68.073698,,
Lìmite Río Negro - La Pampa,boundary_stone,-37.7228579,-67.7656627,,
Madre de Schonstatt,wayside_shrine,-31.3852398,-58.0088317,,
Cerro El Centinela,peak,-36.2325388,-68.4104065,,
Cerro El Azufre,peak,-36.2248881,-68.4812168,,
Cerro Morado,peak,-36.3730594,-68.6339096,,
Cerro del Medio,peak,-36.338048,-68.5978606,,
Cerro La Barda,peak,-36.3034532,-68.6119262,,
Cerro Las Yeguas,peak,-36.2481493,-68.6645511,,
Cerro Guadaloso Chico,peak,-36.1894293,-68.7270359,,
Cerro La Caldera,peak,-36.3361467,-68.7510685,,
Cerro Pencoso,peak,-36.3129117,-68.7692646,,
Cerro La Leona,peak,-36.295481,-68.9374927,,
Cerro Volcán,peak,-36.375409,-68.8784412,,
Cerro del Rengo,peak,-36.4662999,-68.8695148,,
Cerro del Ruido,peak,-36.5234321,-68.9907077,,
Cerro Rodeado de Escoria,peak,-36.4720979,-68.9972309,,
Cerro Mollar,peak,-36.4116124,-69.0089038,,
Cerro Puntudo Hoyo,peak,-36.3930983,-69.0222934,,
Cerro del Molle,peak,-36.3801081,-68.9955143,,
Cerro Morado Alto,peak,-36.3957238,-69.1541292,,
Volcán Morado,volcano,-36.3449879,-69.4721961,,
2835,guest_house,-34.5724109,-58.4298427,,
La Hércules 345,chalet,-38.9994604,-61.5473252,,
Cerro Cortaderal,peak,-36.3241154,-69.4434214,,
1977 - A 40 años del uso del pañuelo blanco,memorial,-34.5626341,-59.1211701,,
Campo de piedra pomez,attraction,-26.6133622,-67.4607337,,
Anhelo,artwork,-31.4001937,-58.015059,,
Centro Plaza,hotel,-31.3992923,-58.0148745,,
Bivouac,camp_site,-49.2249488,-73.0503421,,
Bivouac,camp_site,-49.2201251,-73.050306,,
Bivouac,camp_site,-49.2364702,-73.0233246,,
Cero Loma Blanca,peak,-49.2348807,-73.0785891,,
Gran Gendarme,peak,-49.2410222,-73.084692,,
Aguja Tito Carrasco,peak,-49.2500105,-73.0889132,,
Aguja Stefan,peak,-49.2526175,-73.0788281,,
Cerro Piergiorgio,peak,-49.2566546,-73.0947415,,
Los Colmillos,peak,-49.2619055,-73.1355938,,
Aguja Volonqui,peak,-49.2570632,-73.1372261,,
Cerro Marconi Central,peak,-49.2130621,-73.1437209,,
Cerro Marconi Sur,peak,-49.2196793,-73.1477245,,
Aguja Dumbo,peak,-49.2321561,-73.1459106,,
Hostal Victoria,hotel,-26.2353899,-65.4946698,,
La Nueva Puerta Verde (buena dirección),hotel,-23.2029627,-65.3474844,,
Mirador Guillermo Enrique Hudson,viewpoint,-34.6123905,-58.3564704,,
Mirador Christian Henschke,viewpoint,-34.6112736,-58.3566506,,
Información,information,-31.3157421,-64.2136793,,
Swiss Bivy,camp_site,-49.2922067,-73.0117128,,
Camping Agreste Lago Hess,camp_site,-41.3670335,-71.7364673,,
Gral. Juan José Valle,memorial,-31.6304158,-60.7052749,,
Placa homenaje Amalia Rebecq,memorial,-31.6279088,-60.7102342,,
Oveja Negra,guest_house,-32.0273915,-65.0122608,,
La Trochita,attraction,-40.0943958,-64.4629482,,
Información Turística,information,-40.094494,-64.4630369,,
Museo Alicia Zanona,museum,-40.1046594,-64.4534773,,
El Manantial SMS,hotel,-30.7554053,-64.6403838,,
La Bellunese,camp_site,-40.6889424,-71.6879357,,
Monolito Tripartito (1884),memorial,-34.3863247,-62.8841332,,
Cabañas El Estero,hotel,-46.5384268,-71.725721,,
Camping Libre,camp_site,-41.1544555,-71.6298803,,
Camping Carabineros,camp_site,-41.2315921,-71.8760032,,
Camping Libre,camp_site,-41.1760371,-71.6480249,,
Guía de pesca Victorio,attraction,-27.5945013,-56.7073478,,
Italia,hotel,-34.6061392,-58.424362,,
hotel Asimra,hotel,-41.1312574,-71.3445192,,
Mirador del Río Gallegos,viewpoint,-51.6131994,-69.2163063,,
Mirador del Río Gallegos,viewpoint,-51.6120748,-69.2194907,,
El Puerto,camp_site,-40.0241249,-71.7215699,,
Casa Museo Miguel Nadasdy,museum,-27.2565242,-55.5368432,,
Museo Casa de los pioneros Mario Hernández,museum,-50.0193242,-68.5121561,,
Apart del Faldeo,chalet,-40.1634946,-71.3535119,,
Hostel Suri,hotel,-32.5912673,-69.3469081,,
Earthship Patagonia,hostel,-41.9621817,-71.5294694,,
Puente del Diablo,attraction,-24.7670023,-66.1875713,,
Paso de la Columna de Cabot,memorial,-31.5022307,-68.5408225,,
Don Enrique Corona Martínez,memorial,-32.9778309,-60.6443071,,
Haus Krieger,hostel,-25.597185,-54.5886814,,Puerto Iguazú
Monumento al General San Martín,memorial,-38.9383732,-67.9952887,,
Monumento a la palabra del Señor,monument,-49.9726988,-68.9052331,,
WIFI GRATIS tplink,information,-34.6544487,-58.7618571,,
RPT CAVALONGA,attraction,-22.7663899,-66.3585211,,
Inauguración Plaza 1º de Mayo,memorial,-30.7576926,-57.9929276,,
Bosque Petrificado La Leona,attraction,-49.8325475,-72.1071086,,
El Molihue,attraction,-41.9513714,-69.351681,,
Informes Turísticos,information,-41.3316845,-69.5515808,,
Nawan,hotel,-30.9218413,-64.0706205,,
La Justina Hostel,hostel,-41.1394195,-71.3092167,,
Kronos,hotel,-41.1396197,-71.3048238,,
Cerro Pirámide,peak,-47.6783337,-72.3589612,,
Cerro Mesa,peak,-47.7902088,-72.3847963,,
Cerro Árido,peak,-47.8195521,-72.3005105,,
Cerro Áspero,peak,-47.8666095,-72.3598882,,
Arco de Piedra,viewpoint,-47.48539,-71.8054334,,
Oficina de Turismo,information,-45.9239519,-67.5555256,,
Cementerio de la Batalla de Ifrán,ruins,-29.0718932,-58.9425271,,
Chumamaya,chalet,-32.3351951,-64.9826345,,
Amerian Congreso Hotel,hotel,-34.6091885,-58.4006274,,Ciudad Autónoma de Buenos Aires
Museo Regional Rada Tilly,museum,-45.9342567,-67.5587923,,
Cristian A. González,memorial,-40.0704784,-71.3172716,,
Virgen del Carmen,wayside_shrine,-31.3952101,-58.0207193,,
Museo y Archivo Brandsen,museum,-35.1673672,-58.2346771,,Brandsen
Ariosto Hotel & Suites,hotel,-32.8956903,-68.841417,,
General José de San Martín,monument,-38.0238975,-57.529137,,
Monumento al Pescador,monument,-38.0496463,-57.5399701,,
Camping El Cielo,camp_site,-34.1610402,-58.7466104,,
Camping Descanso Buena Onda,camp_site,-34.120821,-58.9298319,,
Camping Descanso Buena Onda,camp_site,-34.1012029,-58.9000366,,
Reserva Natural Integral,camp_site,-34.3447285,-58.5751542,,
Camping El Nene,camp_site,-34.282061,-58.610101,,
Cabana golondrina,guest_house,-54.7971678,-68.2981052,,
Arabela Cabañas,chalet,-32.1013863,-64.7632928,,Villa Yacanto de Calamuchita
Maternidad III,artwork,-31.4002576,-58.0147162,,
Bahía de los Témpanos,bay,-49.4879214,-72.9811909,,
Camping Iruya Gonzalito,camp_site,-22.7922938,-65.218735,,
Italia,hotel,-30.0174958,-59.5336234,,
Casa Blanca,hotel,-29.9955823,-59.5236808,,
Del Viejo Camino,chalet,-42.0083748,-71.5278965,,
Mirador de los Témpanos,viewpoint,-49.4799469,-72.9823132,,
La Cueva,cave_entrance,-49.2920127,-73.0120844,,
Cabaña Soñada,chalet,-37.9543745,-57.7700119,,
Hotel Samay,hotel,-37.877044,-67.8003699,,
Departamentos Arrayanes,chalet,-41.9690086,-71.531726,,
Posta del Ángel,hostel,-24.7896905,-65.4069802,,
Información Turística,information,-31.6584008,-64.4100201,,
Información Turística,information,-31.8233718,-64.9726188,,
Balneario Los Robles,attraction,-31.7937011,-65.0100839,,
Balneario Río Arriba,attraction,-31.7775295,-65.0056449,,
Las Casas del Negro Pecas,chalet,-31.7541185,-65.0025657,,
Balneario,attraction,-31.6830035,-65.0308013,,
Balneario,attraction,-31.6835421,-65.0286448,,
La Posta Del Mistol,chalet,-31.9497225,-65.1055169,,
Camping Club A.P.A. N* 1,camp_site,-31.8774791,-65.0228458,,
Club A.P.A. N* 1,picnic_site,-31.8775998,-65.0228083,,
La Cañada,chalet,-31.90354,-65.0356051,,
Información Turística,information,-31.8715102,-65.0324723,,
Solar Del Dique,chalet,-31.905209,-65.035412,,
Museo de Municiones,museum,-31.7432115,-65.0022975,,
Rally de Burros,attraction,-31.7363135,-65.0082144,,
Piedras Blancas,hotel,-31.7260897,-65.0064373,,
Las Conanas,hotel,-31.726342,-65.0071871,,
Tantanakuna - Hosteria Del Pueblo,chalet,-31.7992658,-65.0024101,,
